rating,review,phone,source
5 out of 5 stars.,"Purchased this phone two weeks ago my previous phone was the Apple iPhone 8 Plus I didn’t expect this phone to be that much better... boy I was wrong. It’s awesome!!! It’s super quick and has an amazing display the Face ID feature is great no problems. If your reading this review I would definitely recommend you upgrade!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I bought this phone over a week ago, really impressed and love the animojis.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
4 out of 5 stars.,"I bought this just over a week ago. Being more android savvy it took me a couple of days to get used to the iOS way of doing things but it comes pretty easy once you start using it. Have to say the camera is by far apples best to date, the apps open quickly and so far run smoothly. If your into apple phones, the iPhone X is a must. If your more android, give the X some serious thought it’s by far apples best.
How often do you use this? Most days
✔ Yes, I recommend this product.
Originally posted on littlewoods.com",iphone,Very.co.uk
5 out of 5 stars.,"Bought for my wife for our anniversary. Great features, quick delivery and great offer!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Bought this as a present and upgrade and it is as well received
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I bought iPhone X this month for the wife on our 28 wedding anniversary she over the moon
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"This is the best iPhone I have had and I have had them all. The camera is great
How often do you use this? Most days
✔ Yes, I recommend this product.
Originally posted on littlewoods.com",iphone,Very.co.uk
5 out of 5 stars.,"I’ve had the phone for a week and have charged it 3 times and I am a constant user
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Delivery from very was really quick. Was a gift for a long term iphone user who absolutely loves this phone with its features and easy to ise set up
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Excellent iPhone, upgraded from the iPhone 8. It’s easy to use and the facial recognition works brilliantly.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Having owned all iPhones over the years & enjoyed something in all of them, in my opinion this exceeds expectations & is the best all rounder yet. Switched from iPhone 7 plus - wanted a more compact phone with similar screen size. The new OLED screen is absolutely superb, bionic operating system is lightning fast & as always with Apple - everything just works. New features are excellent, build quality is reassuringly solid & expensive (invest in a case though - the back is made of glass) overall if you are in the market with this sort of budget go for it, you won't look back. Buying outright also saves a little on most contract rates over 24 mk this & gives you the option of using any network. Delivered next day - thanks littlewoods- I'm loving this..!
How often do you use this? Most days
✔ Yes, I recommend this product.
Originally posted on littlewoods.com",iphone,Very.co.uk
5 out of 5 stars.,"About of phone everyone knows is a great phone,about verry fast delivery and very professional retailer
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Amazing phone, excellent features. Prompt delivery
How often do you use this? Most days
✘ No, I do not recommend this product.",iphone,Very.co.uk
2 out of 5 stars.,"Bought this a week ago and im very disappointed. Phone freezes opening apps and isnt much of an upgrade from the iphone 7 which is 2 phones ago. Facial recognition is handy but not worth the extra money.
How often do you use this? Most days
✘ No, I do not recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I got this phone for my few months ago absolutely wicked love it no problems at all
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I'd been putting off purchasing this phone for so long now due to the high price tag but with very giving me a 10% discount as a new customer thought I'm gloing to try it.All i can say is WOW this is definately the best iphone apple have ever made.I was concerned how i would find the phone as it doesn't have a home button but with the facial recognition and a swipe up or down it is surprisingly easy to get used to and after 5 minutes it's second nature.All I can recommend is if you purchase this phone is to also purchase a tech 21 case and screen protector as this will protect it from damage.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Had been thinking of upgrading from my iPhone 6 for a while.. So glad I waited a while from the X’s first release as I got it on offer and with cashback on buy now pay in 12 months so got a triple bargain and not tied into a long contract with a mobile provider. So easy to set up & connect my new Cellular Apple Watch (I got the same deal on this also so top marks to Very). Can’t believe just how good the camera is and the animoji’s make Everyone smile. You will not be disappointed!!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Loved it totally! Switched from galaxy note 8 and really glad I did it.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Had this phone for a week now, and it really is a thing of beauty. Brilliant screen and looks amazing. It does everything very quickly. Music plays louder than previous iPhones. Camera is the best I have ever used on a phone. Links up to my iMac as you would expect without issue. The only thing about this phone that's bad, is the price. If you can afford it, then simply, just buy it. It's the best phone I have ever had.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Expensive but worth it. Delivery was fast and it looks good and feels good!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I had been thinking about purchasing this for a while but when I noticed the price was less than apples. I guess it was worth the splurge. The only problem I had was the delivery. I requested to have it delivered to my local post office so I could collect it at my own convenience. However I never got a notification to say it has been delivered. Instead at 5pm I got a message to say it was out for delivery and when I checked the tracking it said it had been signed for that morning at 11am. I went down to the post office asap but due to it being past 5 on the Friday they said I would have to come back on Tuesday as this was the next working day due to the bank holiday. I was working on the Tuesday and gave my ID to someone to collect it for me but they advised I had to come in person due to the price of the item. So I didn’t even get the phone until the Wednesday! overall it was worth the wait. Battery life is amazing! I went from a standard iPhone and the transition of the size of the phone is fine. You get used to having a bigger phone. Takes time getting used to not having a home button but the Face ID is really responsive. The only problem I’ve noticed is it doesn’t work when you’re lying down on your side as it needs to recognise your full face.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Bought this for my daughters birthday and she is so happy.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
3 out of 5 stars.,"I bought this iphone i week ago but not so good but okey
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Top class phone! As with all iPhones, the class leader!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"What an upgrade from my iPhone 6s that would die after half a day. The IPhone X lasts all day and still has plenty of battery.
The camera is amazing and love the portrait function.
Great screen, Face ID is better than I thought it would be. Also has a very loud speaker.
Highly recommend!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Lovely phone very stylish. Bought as a present for my son He loves it
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Got this for my wife. She loves it. Best phone she's ever had. She loves the face unlock feature.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I bought this phone a month a go and i am so happy woth it, its everything i expected! Great camera and display! Love it!
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I bought this less than 3 weeks ago. Honestly can’t fault this Phone at all. It’s just excellent
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Very’s 10% discount made this the best way to own a new iPhone X!
Quick delivery and take three payments interest free makes Very a great place to buy new device.
The new iPhone X is simply great, face recognition is simply spectacular and makes accessing the phone easier than using fingerprint scans.
Screen size is great and the battery life is better than all of my previous iPhones.
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Have waited and waited finally gave in best decision I ever made its everything and so much more don’t delay get one today
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I Bought This Phone and i'm glad i did would recommend it to anyone and its the best iphone on the market BAR NONE
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Its a good phone without any doubt. Its features and specially camera is taking mind blowing pictures. I really loved it.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Obviously looks very similar to the 7 size wise ( add an inch to height ) but as it uses the whole screen it just feels so different, used Face ID for paying on Apple Pay and it’s so clever, no issues with refinishing my face at any angle ,the phone operates very quick and is very loud , certainly the best Apple phone ( I’ve had them all ) too pricey for what it is tho but that’s apples fault not littlewoods lol
How often do you use this? Most days
✔ Yes, I recommend this product.
Originally posted on littlewoods.com",iphone,Very.co.uk
5 out of 5 stars.,"Very happy with my new iPhone X well worth the money
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Excellent iPhone best one yet. Definitely worth the money.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Fantastic phone really happy with all the new features, facial recognition is amazing
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Like it, very easy to use, very fast, i like it :)
How often do you use this? Most days",iphone,Very.co.uk
5 out of 5 stars.,"Great phone one of apple best,and great price ,I think this is the cheapest place to get I phone x
How often do you use this? Most days",iphone,Very.co.uk
3 out of 5 stars.,"I bought this phone as I wanted Face ID and Animoji witch is good but it’s not really a lot different to any other iPhone tbh I wouldn’t say it’s worth the money you pay for it but I do like it simply because it has the features I was wanting
How often do you use this? Most days
✘ No, I do not recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Upgraded from a 6 to a X , as predicted it takes a while to figure out you have no home button.. : ) Really love the speed and battery life. Very was the cheapest and fastest on delivery.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Great iphone x and was a nice gift ,thank you very much
How often do you use this? Most days
Originally posted on littlewoods.com",iphone,Very.co.uk
5 out of 5 stars.,"very good deal with £100 cashback and enabled me to go sim only for 12mths at a far lower costs and without being bound for 2 years on airtime contract. Excellent features and improvement over my previous 6S and having a large screen in a smaller case than an 8plus. Find the face recognition better than fingerprint
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"The best thing I bought in years, happy then ever. It’s costly but still Best spent money so far.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"I bought this few days a go and I m very happy and I recommend to anyone
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
2 out of 5 stars.,"Great phone, but I’m so disappointed with the quality control! I opened it to find scratches on the screen, but since it’s been opened it’s now unreturnable. For the price, I’d expect more and I’m really annoyed that the item is now devalued through no fault of my own.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Bought a week ago....its brilliant...fantastic phone.... really satisfied with battery time and feature.... recommend
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
5 out of 5 stars.,"Brilliant features and excellent quality of this IPhone X I bought from Very.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
4 out of 5 stars.,"Been impressed so far - face recognition is easy to use and the battery lasts a lot longer than my previous iPhone. Would def recommendation.
How often do you use this? Most days
✔ Yes, I recommend this product.",iphone,Very.co.uk
