source,phone,review,rating
BestBuy,galaxy,"I've had iPhones for years, but not because I prefer apple but because I always liked the app store. Recently I decided apple wants just way too much for their products so I started comparing the specs of the S9 to the iPhone XS. The S9 does almost everything as well if not better than the iPhone XS on paper and the phone is a few hundred dollars less, so it was a win win for me. I was expecting a nice phone when it arrived but it exceeded all of my expectations. Not only is the phone aesthetically pleasing but it also has the nicest screen of any phone I've handled. The part that I was nervous about was the app store, and I can safely say that Google play has just about every single app you can find on the apple app store. Anyone who is looking to switch from apple I honestly recommend the S9 it will blow you away. And I had the opportunity to compare the iPhone XS Max to the Galaxy S9 because a family member bought the iPhone at the same time I bought this Galaxy S9. Everybody has an opinion in this world but I honestly like the S9 way more now that I've had a few weeks to compare the two. The iPhone XS Max is chunky and the way the camera sticks out is annoying, but the thing that bothered me most is the iPhone has a screen that is not as sharp as the Galaxy and the iPhone screen have a very warm tint which makes everything just look unnatural.",5
BestBuy,galaxy,"This review is from Samsung - Galaxy S9 64GB (Unlocked) - Midnight Black

This phone is the best smartphone on the market. It's faster at processing commands than the iPhone 8,x,xs,x max etc. 

 Its wifi and cellular reception are much stronger than iPhone. For example my iPhone ALWAYS drops my home wifi signal everytime I step outside of my house and frequently drops wifi signal inside my house when I'm upstairs in my bedroom and my wifi router is downstairs. 

 The iPhone also instantly loses my cellular data reception everytime I go inside of any Walmart. 

 The galaxy s9 never loses my wifi or cellular signal. 

 Also the apps on the galaxy s9 perform much better than they do on iPhone. The apps on iPhone frequently crash daily. They dont crash on my galaxy. 

 HOWEVER iPhone is better in one task: sending and receiving videos recorded with the device are very clear but are very blurry while using the galaxy s9. That's the ONLY flaw on the galaxy. 

 Still overall best phone ever. 

I'm an honest unbiased reviewer who's review is based purely on long term daily use of both phones.",5
BestBuy,galaxy,"I just changed from iphone, I like many new features this mobile have, like the awesome pictures, the great way Bixby works, she can understand and do very complex tasks, nothing compared with Siri, I also like that you can see to apps at the same time, the screen is nice.

I love the sound and the volume it reaches. 

Face recognition works well and also Samsung pay, 

Another thing I like are the fact you can personalize features, like stickers for the calendar, the alarm sounds and that it can tell you the time, the calculator also converts measures, the edge panel is very convenient. 

They also have remote assistance so they can connect to your phone and give remote support, which works great.

What I dont like is that some times you need to do extra steps to finish a task, like pressing ok one more time, and also I have experienced something strange we are still trying to figure out, which is I`m receiving randomly happy face messages like this "" :) "" and also that there was a failure sending USSD , they haven´t being able to fix it neither have I.",4
BestBuy,galaxy,"I picked this up (unlocked) after my Pixel XL died and this is a really nice phone. I was always someone who had to have the latest version of Android and now that is not a huge deal. Touchwize is not as bad as it was from what I remember. If you don't like the look, there are some really nice themes that you can use to change the look and feel. The camera is amazing and the slot motion is really cool. Having a headset jack and SD slot are still great things 

to have in my opinion. The battery on this phone is ok, not great and my biggest gripe/ learning curve is the button placement. I'm not sure why Samsung does it, but the back and app list/view locations locations are flipped. That's not a deal breaker, just something I have to get used to. So far I'm really happy with this phone. If you can, buy it unlocked so you can use it on any carrier, are not tied to a contract and if you are on Verizon won't have all of that bloatware that was just announced to be coming.",4
BestBuy,galaxy,"I took advantage of Best Buy's Black Friday week sale and got a great price on this phone. I could have purchased two of these phones for one of Apple's flagship devices. Why people buy Apple products, I will never understand.



Anyway, I am very satisfied overall. The phone's battery seems to drain a bit quickly if using Skype video calling or using YouTube, for example, but perhaps that is standard nowadays. If doing less resource intensive task such as web surfing or standby mode, the battery seems ok.



My one major complaint is that I had to sideload ATT's video voice mail. In other words, I had to override the security protocols and download the app from someplace besides the Google's Play Store. I installed Norton's Antivirus (for free since I am an Xfinity customer) just to be safe. All seems okay as far as I can tell, but I wouldn't recommend doing this type of thing in general,. Unfortunately, Google Play does not offer the app that I wanted for unlocked phones.",4
BestBuy,galaxy,"This phone is the best smartphone on the market. It's faster at processing commands than the iPhone 8,x,xs,x max etc. 

 Its wifi and cellular reception are much stronger than iPhone. For example my iPhone ALWAYS drops my home wifi signal everytime I step outside of my house and frequently drops wifi signal inside my house when I'm upstairs in my bedroom and my wifi router is downstairs. 

 The iPhone also instantly loses my cellular data reception everytime I go inside of any Walmart. 

 The galaxy s9 never loses my wifi or cellular signal. 

 Also the apps on the galaxy s9 perform much better than they do on iPhone. The apps on iPhone frequently crash daily. They dont crash on my galaxy. 

 HOWEVER iPhone is better in one task: sending and receiving videos recorded with the device are very clear but are very blurry while using the galaxy s9. That's the ONLY flaw on the galaxy. 

 Still overall best phone ever. 

I'm an honest unbiased reviewer who's review is based purely on long term daily use of both phones.",5
BestBuy,galaxy,"The S9 meets what I was expecting it to do. I upgraded from an S7 to the 9. I considered waiting for the 10, but bestbuy was offering a great deal and so I decided to take it rather than pay more. Complaints about the fingerprint sensor were a major detractor in online consumer reviews. I got used to it before the end of the night. It doesn't bother me at all. Obviously the phone is faster and the display isbeautiful. I love the larger screen due to screen to body ratio. I bought in store. I used a deal I found online on bestbuy. The bestbuy rep didn't know about it, but he looked it up and they honored the deal. He knew what he was doing and it took longer than I thought but we finished and the final cost was within about $2-3 of what I projected between the discounts, taxes, and verizon activation fee. I don't use bestbuy enough these days because I don't have one close enough, but I remember why I used to love shopping in store.",5
BestBuy,galaxy,"Overall this phone seems like a noticable improvement over my galaxy s5 active. However, the unlocked version does not work with the service provider features. I have AT&T and so far have found the voicemail app, wifi calling, and push to talk app not compatible. I literally wasted 7 hours with At&t phone tech support, and went to the store to get help. Finally a tech support agent told me the unlocked phones don't work with everything. Additionally, the S9 bought as the At&t $800 version is not compatible with push to talk yet. I even went to the verison store to see if features would work if I switched service providers. They have the same issues with unlocked phones. It is a good concept to buy unlocked, but, clearly the providers want you to buy their overpriced versions of the same phone. 



I gave this phone 1 star because the camera is nice, and battery seems to last long. Other than that for basic use, there was not much point in upgrading.",1
BestBuy,galaxy,"I bought 2 Samsung Galaxy S9 back in March from Samsung.com. 

My first issue was when they charged me for my exchanged S7 device that they claimed had physical damage but from the pictures they provided showed nothing more than normal wear. Calling and calling did no good to get anything done and just run around in circles. They couldn't even provide the IMEI of the returned device to prove it was even the one that I sent to them. 

I went to sell my Samsung Galaxy S9 because I was so mad from this experience. I sold the phones that should have been unlocked since I paid full price for the phones. But the phones were locked to T-Mobile and T-Mobile couldn't unlock them. I called Samsung and they couldn't unlock the phones either sending me in circles. I asked the reps why they would send me a phone I paid full price for locked and why they wouldn't unlock the phone. 

Samsung has the worst customer service and I highly recommend getting a Google Pixel or another Android device.",1
BestBuy,galaxy,"There isn't much of a difference between my S7 and my S9. There are features on the camera that allow me to do different things but not to the point where I would waste money on it again if I had to choose to wait for the S10. I purchased the S9 because my S7 had horrible battery life and the operating system was so slow. The phone is much lighter and smaller than the S7. The unlock feature with my face is an interesting feature because there are times when I want to just check the time and my phone unlocks without me wanting it to. Also,the biometrics are on the back of the phone unlike the S7 where it was the home key, so that took a little bit getting used too. Again I stress that the camera isn't a significant upgrade from the S7, you could tell there was improvement but I again would wait for the S10 to come out. The Bixby button on the side is useful,I don't use it for much, it isn't as useful as one would think but the bottom doesn't get in the way.",4
BestBuy,galaxy,Galaxy S9 is very similar to my old galaxy S8 with a few improvements. Easy to upgrade from galaxy S8 with the Samsung Sync and their cable. Just make sure on many apps you login and save your status because not all your data will be moved over unless it's saved in the apps account.,5
BestBuy,galaxy,"Don't let the outside fool you into thinking that nothing has changed. The S9 is incredible. Loaded with power, efficiencies and features, it will take your breath away! Nearly everything about it can be customized to match your taste and how you want to work and play. The S9 is the new standard for mobile.",5
BestBuy,galaxy,"I had an S7 and had to upgrade due to it not charging, staying charged or the cords wanting to stay in. I had no choice but to buy the unlocked phone outright, but it's been great so far. I love the facial recognition option to unlock the phone. Phone's battery is great so far. I really like it.",5
BestBuy,galaxy,"I really like the phone, the camera is amazing, all the features. The screen resolution is great. The only problem with this phone is the battery. Drains too fast, I seriously don't understand, why one of Samsung's best signature series phone would have a battery life this short.",4
BestBuy,galaxy,"I have owned other Samsung phones starting with the SIII and liked them all, but I love the S9 phone! It's the best phone I have ever owned. All the features are great, especially the curved screen, and the camera is fantastic. It's larger than my S4, S5 or S6, so the dimensions are perfect for viewing texts and videos.",5
BestBuy,galaxy,The Samsung galaxy s9 is a great phone. I got the unlocked version and I love that you can add a micro sd card to expand the 64gb of memory. The only problem is it says I have a voicemail when I don’t but I believe this is a service provider problem rather than a phone problem.,5
BestBuy,galaxy,"I bought an unlocked version due to Best Buy not having any AT&T models in stock, they told me all features would work. Not all features from AT&T will work on the unlocked model, like wifi calling or visual voice mail. Stick with an AT&T phone if you want all features to work.",2
BestBuy,galaxy,"The Samsung Galaxy S9 really has been fairly easy for me to learn to use, and takes such great pics!

And the gal at Best Buy was So patient and helpful explaining things to me.

We chose to protect it with a ZAGG Invisible Shield and an Otter box.",4
BestBuy,galaxy,"Expandable storage, beautiful 4k display, headphone jack, full customization. If you are thinking of getting this phone, stop thinking and get it. The only negative about this phone is the battery life, but with the fast charging and optimizable battery usage, it's not a problem. Do your self a favor and get this phone.",5
BestBuy,galaxy,"First I wanted a cell phone with a super camera and I made the right pick, the pictures and videos the S9 takes are really nice. Next I wanted one that looks good, and once again I made the right choice. The Lilac Purple looks so nice. Feels good when holding it too, just the right size for me.",5
BestBuy,galaxy,I upgraded from a Samsung Note 3. I considered the S9+ but really like the size of this phone. It's actually narrower than my old phone. It's a major upgrade from my old phone. The battery life is amazing. The only thing I don't like is that Samsung's voice to text seems less accurate than my old phone.,4
BestBuy,galaxy,"I love my Samsung Galaxy S9. It is easy to use and was very easy to transfer files from my old phone to this one. At first I thought I should have bought the S9+ because the phone felt small in my hand, but once I got a case for it it feels fine. I highly recommend this phone.",5
BestBuy,galaxy,"I switched from Apple to this Samsung S9 worried that it wouldn’t match up to the iPhone X however it has and then some! I had no idea that Samsung was producing such magnificent screens and the form factor fits perfectly in the hand with a sleek and ergonomical touch. Try it out, you’ll be extremely impressed!",5
BestBuy,galaxy,"Great phone, easy to transfer all my files, pictures, vids apps and log ins automatically. The only issue was the Sim card from my S5 was a different size, so I had to go to the Verizon Store and get a new one. If you go to the corporate store, they will do it for free.",5
BestBuy,galaxy,"Easy to navigate, great camera, slim design. Great price, jumped on the Black Friday pricing. Very satisfied with this Samsung Galaxy S9. Highly recommend to anyone looking for an all purpose smartphone.

Liked the unlock version to enable to select a carrier of my choice.",5
BestBuy,galaxy,Bought this phone to take to a prepaid service. No problem activating it. The phone is awesome. Runs all programs flawlessly no lag and the battery life is great. Lasts all day with heavy use and Samsung fast charging is second to none. Highly recommended.,5
BestBuy,galaxy,"My Edge was 2 years old and getting slow. I decided to upgrade and am happy I did. The new phone works great, data and preferences transferred easily, and it's easier to use than the Edge because holding it from the edges doesn't accidentally trigger actions.",5
BestBuy,galaxy,"We are still learning all of the features of this phone. What we have learned so far is amazing. It could be a little more user friendly. I think you have to search too much for some of the everyday uses. However, overall, we are pretty satisfied with this phone.",5
BestBuy,galaxy,"The Samsung Galaxy S9 is the phone you need to satisfy your hunger for quality. Besides the awesome camera, the phone is super thin, light weight, water resistant and Samsung has some awesome apps to make your experience even greater. Worth the price.. Get yours while they'll hot.",5
BestBuy,galaxy,"Very good this phone. The only concern is about the micro sd, I read online that this phone has some issues related to Micro SD, and my wife lost all pictures after a photo session. The photo quality is very good, but I recommend use internal memory instead of micro SD.",5
BestBuy,galaxy,"Excellent purchase,........ .. .........

Recomend.",5
BestBuy,galaxy,"If you want high quality and good price, you think it",5
BestBuy,galaxy,Great phone overall experience was good Find the phone,5
BestBuy,galaxy,as of my usage its good and a nice product .........,5
BestBuy,galaxy,"Great phone, camera is just awesome, cool self emoji",5
BestBuy,galaxy,I bought a new galaxy but they sent me a used one.,3
BestBuy,galaxy,Awesome phone blazing fast with an awesome display.,4
BestBuy,galaxy,It was a birthday present for my son and he love it.,5
BestBuy,galaxy,I love my new Samsung 9. It better than I expected,5
BestBuy,galaxy,prefect and advance phone for 2018 . I am loving it,5
BestBuy,galaxy,"Best phone with greatest features ever,Thx Samsung.",5
BestBuy,galaxy,"This phone literally lets you do everything that apple restricts on the Iphone. Great camera, long battery life and lots of freedom for customization. This includes 3rd party apps and widgets. I have had this phone for months and don't have a complaint yet.",5
BestBuy,galaxy,I have only had the phone for a week. I can hear it ring and hear the people talking to me without having to put on the speaker phone. This camera definitely works better than my previous Samsung phone. I love the fact that i can talk to my phone without having to press a button. So far so good!,5
BestBuy,galaxy,"Beautiful display, ridiculous camera, and let's not forget.. NOT APPLE. The last samsung phone I owned was the s7 and needles to say this is better by leaps and bounds. Only thing better than the S9.. is the s9 paired with the new galaxy watch!",5
BestBuy,galaxy,"S9 is very good product for its price. Compared to its compatitor apple's phone, the Face ID vs Iris scanner in S9 is leak. Samsung may need to strengthen that area. But it is realiable, Fast wirelss charging etc.. make its place in market.",4
BestBuy,galaxy,This phone is great bought one for my wife and I. The camera is amazing and so far so good. Att prices for service are a little ridiculous so I am switching back to metro and they are easily unlocked. All in all the phone is great though. Lots of features.,5
BestBuy,galaxy,"As a big Samsung fan, the S9 is a great phone! Light, easy to use and set up and the new features (App Edge, AR Emoji, fingerprint scanner), work seamlessly. Battery life is also pretty good (one full charge can last close to two days with medium use). Overall, great phone!",5
BestBuy,galaxy,I upgraded my Galaxy S5 for the S9. Best purchase ever. I was a little sceptical about the curve screen. But nothing that a glass screen protector can not fix. I really enjoy the camara and the 64 GB internal storage it is a way Mich better phone than my galaxy S5.,5
BestBuy,galaxy,"Upgraded from a Note 4. This phone has a phenomenal camera, and outstanding display. Battery life has been very good, although I don't use the phone extensively during the day. My one complaint is that the touch screen seems to require much more pressure than I would expect.",4
BestBuy,galaxy,"Was waiting to purchase a cellphone and found this special holiday price on Best Buy for Samsung galaxy S9. So far, happy with this phone, just hope I don't regret buying it just months before the launch of S10 :(

Wish it came with Android Pie though...",5
BestBuy,galaxy,"If you like Samsung, you'll love this phone. The build quality is excellent and the camera has a few tricks up it's sleeve. If there is one downside to this phone, it as to be the lack of Android updates. This phone still does not have Android Pie.",4
BestBuy,galaxy,"I've never spent so much on a phone but I took a risk and it was so worth it, the best investment I've ever made. There is nothing bad I can say about this phone. The camera is amazing, the battery last forever, and it is so fast. I am so glad I got this phone!",5
BestBuy,galaxy,Phone screen is perfect fit for me I love the emoji you create and the camera is awesome even in a dark room you can still see clear. Sound is nice can hear the person you're talking to clearly and watching videos is good too.,5
BestBuy,galaxy,Great phone. Much more advanced than any iphone. Any thing you may be 'missing' is easily remedied by downloading a free app. I will say that sending video through the pre installed messenger app changes its quality to crap. That was surprising given the phone has a much more advanced camera.,4
BestBuy,galaxy,"I bought this phone along with a black one with the large GB 250+ for my husbands birthday. We had old S6's so of course these are much better. Faster, clear camera quality. The best part is the battery life. It last alllll day long even when watching videos online.",5
BestBuy,galaxy,"First, It was priced under $600 . So much to learn and it's simple. Pictures/videos are crystal clear. Sound is awesome . I left the I-phone for the Samsung Galaxy 9 and don't regret it. It does more than I wanted and that is why I am still learning.",5
BestBuy,galaxy,"Missing several key features from previous S5. 

Cons

1. Cannot delay or schedule future text messages or emails. 

2. No voicemail option unless you pay for virtual voicemail through your phone carrier. 



Pros

1. Face Recognition for locking phone is only difference from S8",2
BestBuy,galaxy,"Great phone..I use it for everything..banking, paying bills,hot sports use when I visit my mom . I love it capabilities. I was able to transfer all my music I bought from the I tune store. I bought this phone the week of cyber Monday for 519.",5
BestBuy,galaxy,"I was with iphone for like 5years and I recently got this Galaxy s9 and to be honest this is the best switch decision I’ve ever made, this s9 has alot of features and great camera, still discovering new things on this phone, I really loved this product and i would recommend to anyone.",5
BestBuy,galaxy,"It's fast, simple to use, has an awesome camera, dual speakers and all around limitless. I haven't found anything that i disliked about the phone yet. If there is one thing, it's not being able to customize your text message background anymore, but you can always get an app for that!",5
BestBuy,galaxy,"The phone feels rock solid and performs very well. It was an upgrade from a Galaxy 3 so boy what a difference!! I also have a Note 3 and this phone hits a sweet spot in size for me. So far, all is great and I love it.",5
