source,phone,review,rating
vw.com,galaxy,"I upgraded from the S8, wasn't sure at first since it looked exactly the same. But I am sooo glad I did. They fixed what didn't work and improved the things that did. I love this phone and think it's the greatest phone on the market!!",5
vw.com,galaxy,"This phone is the best phone I've had in a number of years. It is, in every way better than the Google Pixel 2 XL, that I've had. The speaker, camera, variable flashlight settings, how it handles your photos, the screen, various camera modes(specifically how you can move the shutter button onto the",5
vw.com,galaxy,Love the phone but the only thing I would change is the finish because it is slick and slides  your hand if not holding a little tight. The features are great and love the super slow motion on the camera. It is very easy to transfer apps and contacts from old phone. Had it up and running in,5
vw.com,galaxy,"I love the new sleek design of the phone, the awesome graphics and the great battery life. This phone is by far, is the best phone I have ever had. There are no faults that I can see...I am so happy I waited till this one came out.",5
vw.com,galaxy,I love the sleek design and the fantastic quality of the hardware. Very user friendly interface.,5
vw.com,galaxy,"I've tried multiple phones...iphone 7 plus, note 8, etc...all were too big to be functional. This phone has everything those phones do but in a smaller package. Bold, beautiful screen...plenty of power and battery...but fits in your hand great. It's thin and light. Awesome job Samsung!!!",5
vw.com,galaxy,"I actually switched from a Kyocera Duraforce Pro. I loved that phone, my daughter now uses it. The S9 checks all the boxes as far as features go. This is my first Samsung, I ordered the S8 last year but after receiving it I couldn't get over the placement of the fingerprint sensor, so I sent it back",5
vw.com,galaxy,"I waited , and went from the S7 to the S9. I am glad I did! The S9 is Incredible!!",5
vw.com,galaxy,I have had a Samsung galaxy tablet for some time. It was time to move on from an old I phone. Having a phone that is more user friendly when dealing with documents is a plus.,4
vw.com,galaxy,"I pretty much like this galaxy S9. Don't regret buying it, but I found it a little difficult to use at first. Couldn't ask the store clerk because they were pretty rude so I had to figure out myself. Getting use to it though, the more I discover the more I'm enjoying it. Stay tune",4
vw.com,galaxy,I have mixed reviews of the S-9. There are many short cuts and locations I had come to know and appreciate on the S-6 that are nowhere to be found. I find the touch screen less responsive that the 6 as there are many times on Facebook where I have to touch for more information and it doesn't alway,4
vw.com,galaxy,Phone works well. Samsung needs better sounds/ Ringtones and emoji's are too small. finger print scan and face recognition work good. Camera is good,4
vw.com,galaxy,"I like Samsung phones, I've had them since the S3. This one by far has the best battery life, I can go all day without charging, fairly heavy use, and still end up with about 15 to 20% battery life at the end of the day. Most other things seem about the same as the S7, which was my last phone, exc",4
vw.com,galaxy,"The amount of internal storage on the Galaxy S9 is impressive. Compared to the 16GB I had with my S5, the 64GB is a welcomed improvement. Nearly every time my apps updated, I would get a "" storage"" message. My only concern is with the card holder tray as opposed to the previous direct slots",4
vw.com,galaxy,"I am really enjoying this phone. Android is Android, but the features that this phone has to offer are awesome. The camera is amazing and all the options in it are really cool. The phone is really slick without a case, so i did purchase one. It is smaller than the iPhone 7+ but it has a bigger s",4
vw.com,galaxy,"Just bought this phone about a week ago. It's a shame that Samsung went exclusively with the Edge screen, as the traditional flat screen was preferred by most users. The Edge Screen makes this phone very sensitive to touch. Even disabling the Edge options does not help. The camera resolution",4
vw.com,galaxy,So far I am happy. I was very disappointed I couldn't get a replacement turbo droid...but we will see if this holds up just as well. I see I have updated icons on text messenger. Still trying to figure things out,4
vw.com,galaxy,"First of all, I'll address some of the common negative reviews about the Galaxy S9 and how to fix those issues. Screen: While the curved screen is a nice feature, it makes it very difficult to find a screen protector that works well and installing a screen protector on the S9 without bubbles is n",4
vw.com,galaxy,"Overall a great phone. I am a little biased because I have been using LG phones for the past 4 years. I tried out the Samsung Galaxy S9 (which is my first Samsung device in years) and it just wasn't the same. Though the Galaxy S9 has some phenomenal features, I still prefer the LG G series devices.",4
vw.com,galaxy,"I got a great deal on this, so was able to upgrade from the S8 to the S9. My S8 was dying quickly after just a year. So far, I'm extremely happy with the phone. It's way more than I need. My complaint is that my phone was knocked  my hand and the upper back corner shattered. It was a week",4
vw.com,galaxy,"The phone is awesome. I went from the S7 to the S9. I love that it has so much storage for my pictures. The camera is terrific as well. However, they took away the feature where you can assign specific text tones to people. This comes in handy at work where I cannot always check my phone. I miss bei",4
vw.com,galaxy,"The update is terrible, phone is keeping track of most used apps and I dont want to do that but I cant change it lol, calendar doesnt work at all had to switch to none Samsung calendar and now my phone freezes every so often. The automatic adaptive brightness doesnt work well seems like its changing",3
vw.com,galaxy,It would be ok if it wouldn't upgrade all the time . And sometimes it will dump your info with you not realizing it. For that I gave it 3 stars. Then the screen protector is a piece of junk. Then when it brakes it cost more today to replace it than it did when I first got the phone 1 year ago. This,3
vw.com,galaxy,"There’s a lot I like about the S9 as an upgrade to iPhone 6 and Galaxy S7 but... screen is fragile and it has inconsistent touch sensitivity. I’ve got 2 hairline fractures from a 2 foot drop onto carpeted mat. Icon touch to activate or move around apps takes several tries, and I’ve tried to adjust s",3
vw.com,galaxy,its a nice phone. except. the battery life is not as described. ive had my phone for about 6 months. at first the battery life was amazing but now it drains Fast... Im not playing games. Im not spending my day on social media. i make a couple calls and im plugging the phone back in to charge.,3
vw.com,galaxy,Just got this phone last friday 7th of Dec. Haven't been able to truly enjoy it because of having to deal with bixby. I have been told by samsung that it is an important part of the S9. The bixby home button is too close to the volume control. just like on the S8. I have no need for bixby. And,3
vw.com,galaxy,"Just upgraded from my Galaxy 6 which I loved. First and most important- There is no home button and that is driving me crazy. You have to swipe up from any screen or app you are in and it is time consuming and annoying!!! Also password protect doesn't bring up a large number pad, it brings up the",3
vw.com,galaxy,Not a huge fan of the Edge design (but can live with it). Have had two different screen protectors trying to find a pairing that matches the smooth interaction that I had on my S6. Still may have to find another combination. Maybe I hold onto my phones for too long and have too high of expectations,3
vw.com,galaxy,"My main complaint is the battery life, which is less than one day, even with minimal use and minimal apps. My other complaint is that the sides go down on the front making it difficult to access screen choices on the side. It also came with no operating instructions so I have to rely on YouTube. Tha",3
vw.com,galaxy,"I have had a few of the Galaxy series phones. While this was is packed full of features, it tends to move slowly. I would have thought that speeds would have been much faster. Nope. Also, loading apps and utilities are a bit cumbersome. Otherwise, it functions as it should.",3
vw.com,galaxy,The phone performance itself is good. The whole Bixby thing is very annoying. The whole curved screen makes it even worse because you can't help accidentally sweeping it when texting. The curve glass screen is a poor design. Even with a case and screen protector I already cracked my screen in less t,3
vw.com,galaxy,"I have mixed feelings on this phone. I mean yes the pretty lilac purple color is so beautiful and the battery is wonderful. But honestly it's a really bad phone. First texting is so hard on this phone, finding the voicemail is also hard and it took me a whole week to find it. It's impossible to down",3
vw.com,galaxy,"I upgraded recently from a S5 and while the bigger memory and faster speed are great the rest of the phone is a big disappointment. It was very easy to use Quckconnect on the S5 for screenmirroring to my older Panasonic tv. However, quick connect is gone and smartthings replaced it. Smartthings s",3
vw.com,galaxy,"As far as I can see, the only advantage over my S7 is that there is more storage. I should have just bought a bigger SD card. My S7 battery only lasted half a day and my brand new S9 battery only lasts half a day. The S9 has a smaller screen and it is purple but I don't think it was worth buying",3
vw.com,galaxy,"This has a great camera and I have GIF now but sorry I got this. Every time you grab it, the bixby button goes off, it is right there on the side in the middle. I tried to figure out how to just turn the thing off or disabled and can't. I thought my voice texting was bad on the galaaxy 7, worse on",3
vw.com,galaxy,I have always used Android over Iphone. Nice phone but disappointed they removed the ability to assign different tones to text messaging. It was great to be able to assign a different tone so I would know if the message was a work message or not as I work in the medical field and am on call 24/7.,3
vw.com,galaxy,"I have owned 2 previously galaxy phones, the S5 and the S7. I was very excited to upgrade to the S9 and have been overall pleased with it. It is sleek, with high definition, fast, great storage capacity, and clear well-built speakers. However there are 2 major drawbacks (at this time). Currently t",3
vw.com,galaxy,"Everything they say about this phone's technical quality etc. is true. For these aspects, it's probably still the best phone available. I buy android over iphone so I can have more control over my phone. Things you can't control on the Galaxy. Bixby app still sucks compared to Google Assist",3
vw.com,galaxy,"I am a 51 year old male. I’ve been a devoted consumer of Galaxy S smartphones since GS3. For me, the Galaxy S line has always presented the perfect combination of elegance and flexibility to customize the phones. I recently purchased a Galaxy S9 and received it a few days ago. It is stunningly beaut",2
vw.com,galaxy,"I loved this device when I first got it, upgrading from a Sony Xperia Z3 (which I still love.) Great pictures from the rear camera, ok from the front camera, quick, good battery life, microSD card expandable. After 9 months or so the bottom microphone stopped working, meaning I could only use spea",2
vw.com,galaxy,"The phone is okay, but the Bixby app, which is really annoying, insists on starting whenever you pick up your phone, just by virtue of where the button is. If I had known that it would insist on activating every time I picked up the phone I wouldn't not have purchased it. I found a website that sai",2
vw.com,galaxy,My camera had many issues . My download to install new update on my phone keep on getting stocked I have call several times to unlock phone due to this issue. S9 to S9 calls is a big issue you can not hear and not able to use bluetooth devices because it makes the connection worse when calling. Yes,2
vw.com,galaxy,"My wife and I have the same phone but unfortunately hers has had audio issues. The audio when talking on the handset or speakerphone is often muted or muffled-sounds like she's underwater. VZW replaced it with another one and now, it's doing the same thing. Super frustrated because I'm constantly",2
vw.com,galaxy,I like the speed of the CPU and the memory to be able to handle multiple applications. I was initially concerned about the curved screen and I should have paid closer attention. I have a number of apps that use the full screen including controls. These apps are difficult to use because the curv,2
vw.com,galaxy,The battery life is horrible and I am not the one who using a lot of apps and is on the phone constantly. I could be on it 30 minutes and it goes from 100% to 60%. When I put it on speaker phone everyone I talk to makes comments on how they can barely hear me. When I am on speaker phone I don't have,2
vw.com,galaxy,"This phone is far beyond frustrating. I am not a fan of the edge design. The screen protectors actually cut out the visibility of the edge, defeating the whole purpose of it being there and leaving you with the feeling of having less of a screen than you thought you were getting. It actually cuts o",2
vw.com,galaxy,Phone is really awesome when it works. However if you don't get your screen protector on just perfectly it won't always recognize when you are tapping on the screen or trying to select an app and this is with the sensitivity turned up to the highest setting. I have gone in twice to have a new screen,2
vw.com,galaxy,The newest update made my galaxy s9 horrible. I've had nothing but problems with it. Before it worked great and I loved it but now it's become the worst phone I've ever owned. Definitely considering buying an apple now. Sad since my phones less then a year old.,1
vw.com,galaxy,I have had my Samsung Galaxy S9 for almost a year now and my phone was forced to update to the NEW One UI Pie 9.0 firmware. This update turned a phone that I absolutely loved in to one that I can't wait to get rid of. Forcing an update like this is unacceptable and it is comparable to changing the,1
vw.com,galaxy,"Well, I don't know if I'm putting this where it's going to do any good, but here are my thoughts : The recent changes made by Samsung are the absolute WORST they have every made. Basically, they have just gotten progressively worse. Instead of concentrating on things that NEED to be fixed, they a",1
vw.com,galaxy,"After reviewing online ads for the new Samsung Galaxy 9 and the ""great camera"" I decided to upgrade from my Samsung S5 to a new Samsung S9. Everything worked great until Samsung required a ""NEW SOFTWARE UPDATE"". Since the update, my pictures become corrupt and are ""washed out"". Looks like the pictur",1
vw.com,galaxy,I HATE THIS PHONE!!! Battery is sooooooooooooooooo bad. I can hardly even get 17 hours of standby time. Let alone if I have 4 or 5 calls in one day!!!!,1
vw.com,galaxy,"First and foremost, I'd like to say that for the year I've owned it, I've absolutely loved this phone. I was an iPhone user for years, but finally got fed up with certain ways Apple does things, so I decided to switch to the S9. It took some getting used to, but once I knew my way around I only had",1
vw.com,galaxy,This phone has several apps that constantly run in the background and the button to disable is greyed out. Also can't force stop. These apps are using data. Such as Bixby and Game Launch among many others. It also uses data for Face under other apps when I don't even use my face nor have I regis,1
vw.com,galaxy,"I owned 3 other galaxy's phone great phones so i bought an S9. will 6 days after i bought it , it started shut down when ever i got a call. Took it back got a new one it made it 7 days before it started shutting down. Verizion was great about it, I now have swithched to an Iphone",1
vw.com,galaxy,"I bought the S9 believing that it would be better than the 7. Unfortunately it's got the same issues as the 7 did. Half the time it doesn't make a sound when I get a text, and/or the notification sound changes for no apparent reason. AND, this one is worse than the 7 because I have to push hard o",1
vw.com,galaxy,This Bixby thing is super annoying. There's no way to disable this garbage without Samsung account. Why do I even want a Samsung account. Kill this garbage.,1
vw.com,galaxy,"We upgraded three of these. One S9 and two S9+. Unhappy with all. Audio quality in and out. Sounds muffled when out. Not a loud enough ring. Can't hear it outside in noisy environment. Touch screen not reliable. Won't react sometimes, sometimes overreacts and spits out gibberish. Verizo",1
vw.com,galaxy,It is to large for pockets. I have had 2 screen protectors in 2 weeks and now the second one has broken. I am not rough with my phone.I would not buy again.,1
vw.com,galaxy,"The primary problem with this device is that it doesn't translate my voice to text properly. Ever. I have a bit of a Southern accent, but I am also trained in radio and television with copious elocution lessons, and I have tried a variety of accents, including the neutral accent. And the on-screen k",1
vw.com,galaxy,"Hideous. I'm on my second handset. Randomly mutes the mic (Google it, Samsung is facing a class action lawsuit in Israel over this). Also a lot of the Verizon software seems super buggy. The contacts are dysfunctional, and do not always map the phone number to the name. I've also had several ca",1
vw.com,galaxy,"I've never owned a phone that is more clumsy, poorly designed, and difficult to handle than this phone. The hardware works fine, the photo quality is great, and the processor runs perfect. It's just that the power button volume button and Bixby button are all placed at the perfect spot for you to pr",1
