source,phone,review,rating
influenster,iphone,"I love a phone that fits in my small hands and I never upgrade to just get the new best thing. So this was a first...I upgraded just to upgrade. I am not disappointed. The facial recognition is intuitive and fast, camera is upgraded with amazing portrait options and 4K video is a reality. I am just getting into the features but if you are charging me 1200 for a phone, when I could buy a new laptop, it had better live up to expectations and then go beyond. So far my fav feature is the enlarged screen and intuitive lighting. Believe it or not, I can now browse my phone as it dims itself when putting the baby to bed without him getting distracted. Mom win!",4
influenster,iphone,So I have had my iPhone X for about a year now and I love it. Don’t get me wrong it has its flaws. Like when I broke my phone a few months back and It kept calling 911 because when it broke it messed something up with the side button. I kinda feel like the power button being able to do that is a no go.,5
influenster,iphone,"When this came out, my husband and I got this on the sale deal. I upgraded from a iPhone 7 to this. I love this phone. It has an amazing camera. I love the way it fits into my hands. I definitely recommend purchasing this phone if you’re an iPhone lover.",5
influenster,iphone,"I was a Samsung Galaxy Android user, my daughter on the other hand loved 📱 I tried it at one time and just hated it, after using the android and not having that home button it made it easier for me to swipe and get where I needed to be. Now this IPHONE X has completely won me over💯🔥🍎 by far the iPhone X is the best phone I’ve ever used!! There is still so much I have to learn but the camera is simply amazing and A11 Bionic chip just put this phone in a league of its own. For those of you that are use to the home button it’s my understanding that the IPhone 8 and 8plus has the A11 Bionic chip along with the home button your use to!! I highly recommend this phone to either user the X is now very adaptable for the android user!",5
influenster,iphone,I absolutely love this phone!! From all the features to the color of my phone. The price is high but worth every penny. It’s very reliable I’ve yet to have a dropped call. And this phone doesn’t damage easily. I highly recommend this phone to users!!,5
influenster,iphone,"Upon first receiving I figured ... wow what another waste of money! However, the phone has since grown on me. I love the headphone update and the glass design. You will need to be careful and have a durable case because if you drop it, it’s going to crack on either side. The no home button addition was quite annoying at first, but I gave since become more acquainted with it. Once you learn all the tricks and get used to the gestures and motions, this phone is so much more awesome and so high tech. One thing that surely annoys me is the Face ID. It does not always work well, especially when laying down.  My favorite feature is the Animoji and the Portrait Mode. You can basically have a legit photoshoot with your phone.",5
influenster,iphone,"I have had the X since last November and so far have been pretty pleased with it. I love that they redesigned the exterior without a home button or that extraneous space above and below the screen. Also, love the face recognition feature (although there are times that it does not work that well). The swiping feature is super cool and so much easier and more streamlined than before. I really didn't notice a big change in the camera capability, the picture look good but not that much different from the previous I phone. Last weekend my screen suddenly stopped working for no reason. Apple was great though and replaced it at no cost as it was under warranty. Great model, would recommend!",4
influenster,iphone,I’d love to get the IPhone X for the holidays! I have always been Team I phone for the longest time. I have the iPhone 6S and of course would like to upgrade to the iPhone X. I’ve heard nothing but great stuff about the new phone. My best friend has it and raves about it all the time. It’ll definitely be a step up from the iPhone I currently have! Fingers crossed I get it these coming up holidays!! Hehe :)Apple iPhone X,5
influenster,iphone,I went from an IPhone 6s Plus to this phone. My iPhone 6s battery stopped keeping its charge. I really love the size of this phone and the fact that I still have a nice size screen. The phone is slim to fit in your pocket but you don’t feel like you are struggling to push the buttons on the keyboard. I do not miss the fact that there is no home screen button. I had to get use to using the lock button and the up volume button for screen shots. The only thing I’m not impressed with is that at night the facial recognition has a hard time and you have to punch in your code in order to unlock your phone. Overall I’m very happy with this phone.,4
influenster,iphone,I really like my iPhone X. I got it right when it came out and it had some glitches especially in the cold but as more updates come out the better it is working. My favorite feature it the portrait mode. It really makes all my pictures look nice. Some apps are sticky to use since some buttons are in the cut out of where the camera is out. But with more updates the better the phone is getting. The picture I have below I did not edit just used one of the portrait mode options to take. Apple iPhone X,4
influenster,iphone,I really like my iPhone X. I got it right when it came out and it had some glitches especially in the cold but as more updates come out the better it is working. My favorite feature it the portrait mode. It really makes all my pictures look nice. Some apps are sticky to use since some buttons are in the cut out of where the camera is out. But with more updates the better the phone is getting. The picture I have below I did not edit just used one of the portrait mode options to take. Apple iPhone X,4
influenster,iphone,"I’ve had the opportunity to use the X & it is by far one of the best devices on the market.  The price tag is a bit much, just like all apple devices but it’s features are outstanding. I recommend this device to anyone.",5
influenster,iphone,This is a great product. The iPhone X has a great display and is known for it’s full screen and Face ID. The problem is that there is a notch that bothers everyone. But honestly I don’t have a problem. It’s price is $1000-1500. Which is a little expensive. The iOS 11 has been a problem for the iPhone X but with iOS 12 coming out there should be a lot a bug fixes. But other than that great phone. And great for games and Animoji.,5
influenster,iphone,im so happy i upgraded from my iphone 6 to the iphone x the design is so sleek and looks amazing the camera quality is breathtaking and the size is perfect i don’t think a phone can get better than this,5
influenster,iphone,"The X is simply breathtaking. It is a break from the iPhones that we have become used to, with new gestures, features, etc. The X is FAST and the touch screen is silky smooth. On paper the 8 and X do not look that different but touch and feel wise there is a difference. The camera on the X is simply amazing with built-in optical image stabilization on both camera/focal lengths. The detail is crisp and sharp. This truly rivals a DLSR camera. Music play on the X is better also, maybe its the sexiness of the phone but it is louder.",5
influenster,iphone,"This phone is really great. I took the leap and upgraded from an LG G Stylo 5.7"" Android Smartphone - Boost Mobile and this phone is SO much better. I love the camera and the portrait mode. I’m into photography so the camera is amazing. I also love how durable the phone is. I’m very clumsy and it’s been very reliable. Yes, the price is expensive but it is worth it. Here’s a photo I took on the iPhone X.",5
influenster,iphone,I love my new phone! The battery is much better than other phones. I love the colors and size of the phones. They are a little pricey but most phones are. Definitely met my expectations.,5
influenster,iphone,"I used to be an android user and then a few years ago I switched to Apple and never looked back. This has been my favorite phone ever. The portrait mode makes it super fun to take pictures of my little boys (and, lets be honest, cats). I listen to hours of podcasts every week and the sound clarity is perfect. This phone is FAST. The facial recognition has made my life immensely more easy. I recommend this to everyone. If you’re considering it- just take the plunge. It’s worth it! OH! Get a really good phone protector.",5
influenster,iphone,"Ah... the iPhone X. One of the most popular phones currently out on the market. I definitely wouldn’t say it would fall under the affordable column, it’s really expensive! (Almost so expensive that it’s not worth getting). However, the display of the phone is gorgeous- so glad Apple finally got rid of those huge bezels, they finally released a phone that looks similar to its current competitors. The camera quality is insane on this phone- don’t  even get me started on portrait mode, it’s amazing!",4
influenster,iphone,"This iPhone is the perfect size! Slim with a larger screen than the 6,7, or 8. The phone can be found at any Apple Store or on apple's online website. It has an amazing camera including the selfie mode. We heavily rely on our phones and they make our lives so much easier by reminding us of what needs to be done, setting our alarms for us, & allowing us to put important events on our calendars. It also saves and captures our beautiful memories. This phone provides more security features such as face recognition which is much needed. I would love this for Christmas! This is my #GiftCrush #Influenster #WishesCanComeTrue #OnTheNiceList Apple iPhone X",5
influenster,iphone,Ok here is the skinny!!! Love the phone. I leaped from the 7+ to the iPhone X. I do miss the larger size. The X size is in-between the 8 and 8+ size. the phone is also narrower than the plus sizes. But the new design is gorgeous and sleek and will be costly in repairs if dropped. It will take some getting used to because the home screen is no longer there but change is good and i am sure every purchaser will get use to it but if  you can't live without the home button there is  the option for  8 and 8+ which is similar except for face ID and the changes to the front camera for selfy and the anemoji which are fun. the notch at the top as some what bother some at first but now i don't care about it. The X is fast and i am sure overtime with software update will get even more advanced and better.,5
influenster,iphone,I want this phone I would love to upgrade from 8 plus but sadly itâ€™s a little to high for me to get but who knows someday lords will I might get to try one or have one,5
influenster,iphone,"So worth the money! I recently started a blog and needed and new phone and camera. We just went with the iphone X and it takes amazing photos! It's  super fast and the user interface is only slightly different from the others. You'll get used to it in no time. I really love the face ID feature too. I was very skeptical about it, but now I love using it to log into my bank account and make purchases. I feel more secure.",5
influenster,iphone,I donâ€™t understand what all the hype is about. Youâ€™re paying 1000 dollars just to get some emojis that imitate you and Face ID which honestly sucks because half the time it canâ€™t even recognize you and you canâ€™t even switch it to Touch ID because they removed that option. I guess Apple is all about one or the other. Also it doesnâ€™t have a headphone jack which I hate. Whatâ€™s the purpose of removing a headphone jack? I find it to be a stupid decision.,2
influenster,iphone,Was very hesitant with my purchase of this. I wasnâ€™t taking to the idea of it but when I got it in my hands I couldnâ€™t put it down. Truly a beautiful piece of tech,5
influenster,iphone,"I have always been a huge fan of Apple products and iPhones, but I had held onto my iPhone 5s for about 5 years and never really felt the desire to upgrade until the iPhone X was released.  I ordered it the very first day it came available and I am so glad I did!  I absolutely love it!!!  The face recognition is so convenient and works perfectly.  I love the upgraded camera features it has and the better battery life.  The change I like most is how they got rid of the home button on the front of the phone.  With my iPhone 4s, I had issues after a while and my home button didn't always work.  Since this doesn't have a button, that's one thing I don't have to worry about breaking!  Overall this is an amazing phone!  I would highly recommend this product!",5
influenster,iphone,"I bought this phone for the camera, and display screen. This phone does not disappoint. I love the new Animoji s that come with this phone. I appreciate that the phone unlocks with my face, but sometimes find frustrating when I canâ€™t put my phone in front of my face. Overall this is a great phone with awesome new features to play with. If your a techie then this phone is for you!",5
influenster,iphone,"Iâ€™ve been an Apple user since the original iPhone, and I do seem to enjoy my iPhone X the most. The camera quality is great, the size of the screen is pleasant, and the phone itself is not too big. It is fairly expensive as most apple products are, but in my opinion worth it. It does take some serious getting used to without the center home button, but after a few weeks, you get used to it.",5
influenster,iphone,"this is actually a great product  like the facial rec feature but i personally think apple is starting to outdo themselves there is no way i would send more than the 1,000 dollars that was paid for the x alone its literally unrealistic",3
influenster,iphone,"The iPhone X is a great phone, albeit overpriced! The camera is incredible -- such a clear photo with vibrant hues and saturation. What I found amazing was that the front camera also offers high definition photos (which, on my past phone, was not the case in the slightest!) I have found the retina/eye scanner to be incredibly helpful. I never have to type in passwords anymore (such a time saver) because my retina essentially serves as my password. My biggest concern is obviously the price. It is a $1,000 smartphone, which is a tough pill to swallow. Overall it's a great, user friendly phone. The lack of a home button was something I had to get used to, but it became second nature in a matter of a few days.",4
influenster,iphone,"My bf surprised me with an early Christmas present, and letâ€™s just say Iâ€™m in love. The screen is basically the same size as any of the iPhone pluses so thatâ€™s a plus hehe. The camera is amazing I love using the portrait mode. The phone is fast and hasnâ€™t given me any problems. I just miss having a spot for a normal aux cord. It is an expensive phone though.",5
influenster,iphone,"It took me longer to live my IPhone X because it has NO button. I actually disliked it so much in the beginning that I considered returning it. After weeks of learning to work without a button, I actually got used to it and donâ€™t know how I lived without facial recognition. When unlocking the phone it actually takes longer to hold my phone up and swipe up versus just my fingerprint. There is a huge upside to facial recognition and itâ€™s passwords!! I donâ€™t need to type them because my face opens any app or site Iâ€™ve logged into. I also love the size of the phone for handling and keeping in my pocket. Quality is amazing for taking pictures and viewing/taking videos. Apple iPhone X",4
influenster,iphone,This is my #GiftCrush. As a person who needs to take great photos and be able share it through all social media. I really want this product. I feel like it would bring my music blog and social media pages so much more recognition. Plus if I go to networking events with an iPhone X it would seem like Iâ€™m on top of my game.,5
influenster,iphone,"The iPhone X was my first upgrade in years. I preordered it so it arrived the day they were released, and man, was I happy when it arrived! This phone is unlike any other iPhone. I think itâ€™s the perfect size, the colors on the screen are beautiful, and the camera is awesome! I know a lot of people complain about the notch but itâ€™s honestly never bothered me. I really love this phone and Iâ€™m so glad I got it!",5
influenster,iphone,The new Iphone X is amazing!  The screen is bigger since they took the button away.  The graphics on the camera are stellar.  The emoji app where you can record your voice to match the movements of an emoji is beyond amazing.  And last but not least.... the face recognition is unbelievable.,5
influenster,iphone,"Apple is so so much better then Samsung. Iâ€™ve had Apple products all my life. I love the IPhone X, itâ€™s a bit harder to use then the traditional iPhones but you do get use to it afterwards. It is a little bit pricy for a phone but your paying for high quality!",5
influenster,iphone,"Apple iPhone X S MaxI absolutely love this phone, I purchased mine straight from at&t, it has an amazing camera and speaker system on it, it's easy to use,light weight and very entertaining, I can stay on it for hour's, it's also water proof, I can't wait to see what they come up with next, I'm blown away by the performance of this phone alone, although a little expensive it's worth every penny of it.",5
influenster,iphone,I have had a lot of iPhones and most of the time Iâ€™ll get one and upgrade as soon as a new one is available but with the iPhone X I honestly donâ€™t need anything else!! I was worried about not having the home button because I used the Touch ID for a ton of my apps but I figured I would give it a try and I love it!! I also went from an iPhone plus to the smaller x and I couldnâ€™t imagine needing anything else!! It is the perfect size with a large enough screen for watching youtube and the Face ID works amazingly in low light conditions too 10 out of 10 would recommend,5
influenster,iphone,"I hate this phone. I have since the day I got it. Phone will only answer on speaker phone. Will not connect to Bluetooth in my Jeep without doing it manually. Apple has been awful to deal with. When I first started having problems I had it less than 2 months, they wanted me to accept a refurbished phone after paying full price for a new one. Customer service was horrible and hung up on me after telling me that I needed to get an Android. Filed a complaint and still to this day, no return call or resolution. I would not recommend this phone to anyone.",2
influenster,iphone,I love my iPhone X! I was extremely nervous to switch from a home button to having no home button but I got used to it extremely quick. Iâ€™m excited to upgrade to the iPhone Max for the bigger screen but if you donâ€™t mind the screen size then I wouldnâ€™t say no to an iPhone X! #TeamiPhone ðŸ“±,5
influenster,iphone,"The first thing is that i was 90% scared that the new phone wasn’t gonna be what I expected but all my electronic devices are Apple so i decided to take the risk and buy it to my mom and I really love it❤️ I actually use it more often than her jajaja but I really recommend it 😍 if your an apple lover you’ll absolutely love it and if your not trust me, you’ll also love it because of it’s upgrades and more💕 Apple iPhone X",5
influenster,iphone,"IPhone or Android? Well having experience with both products, I personally prefer iPhone. I like how easy it is to use and the connectivity between other devices is something I make use of. My MacBook, iMac, and iPhone now all connect together which makes everything more convenient. The iPhone X is very very pricy. I do think that it is more expensive than it is worth. The face recognition can be annoying sometimes but it is much better than I expected. It works in the dark which is nice. The camera quality is very clear.",4
influenster,iphone,i would rate it as a 1000 it is big phone and i like it l like to have it one day and i need a ipone i have nevre had a ipone be for nd i like to have on it has grat ge bits it is the bes i give it a 4000 on all of your stuff and i love the culler i love it sooo muah..,5
influenster,iphone,I phone X is one of the best. I have multiple apps and it all open with Face ID. Super easy to use. Just glare at the apps and open. How awesome it that. I can’t live without it. I am definitely recommend this to all Influenster who have a lot of apps.,5
influenster,iphone,"I recently switched from the iPhone 6s plus to the iPhone X and I'm in love.Major changes are the camera. 1000 times better and with self portrait mode!Second there is no home screen but it took me a day to get used to.Also the alarm, calculator etc is in the top left and pull down instead of scroll up.Lastly, my thumb print never worked on my previous phones and I never liked using a 100000 passcode to unlock my phone so the face recognition analyzer is the best.",5
influenster,iphone,I love love love my IPhone X! For years I hated anything apple. I wouldn’t use anything apple especially iPhones. It was too simple and not customizable enough for me. When this phone came out I waited weeks for one to be in stock and I absolutely wouldn’t trade it for by other phone! It doesn’t feel like an iPhone with all the apple perks!! One of the best tech purchases I’ve ever made!,5
influenster,iphone,"I would like get this iPhone and test it for my youtube Subcierses and thx for your help ,I was dreading losing the home button and having a smaller phone in my hand but my wife’s 6s Plus now seems like it was from a different era. The Face ID, 3D Touch, Swipe System and Touch to Open all work like a dream, meaning I can whizz around the phone with minimal thought and effort. The size is perfect, after loving the larger Plus series I now realise the X is better balanced for me without reverting to a smaller screen. I love being able to swipe between open apps without having to manoeuvre my thumb up and down the screen, meaning, with my poor memory, if I wanted to write down something from, say, the calculator into notes I can do so easily with a flick of my thumb. The wireless charging is outstanding, so much so, I’ve bought chargers for my bedroom and my lounge and hope I never have to go back to plugging the cable in again. The screen is absolutely stunning. Watching videos and looking at photographs is a pleasure and, in all honesty, makes me want to watch more which I’ve never bothered with before on a phone. The camera also seems much better but I’ve not had chance to experiment yet as it’s something I need to learn more about. Overall, I was worried about taking a punt on the X but I know now that if I’d not upgraded (as was my plan) or gone with the 8 Plus, I’d be pretty gutted right now. Apple has managed to reignite my love of the smart phone again with the most perfect bit of kit I could have imagined. Thank you!Cons: The cost is absolutely crippling for people like me. Luckily I got a fair forces discount (20%) on the contract price which brought it into my range, though still massively top end. The only other problem I have is the reachability function. It’s something I use often but struggle to get right on the X, especially when there’s something to activate right where my thumb will be when I attempt to swipe down. I dare say, without my wireless charger next to my chair, the battery could be an issue as I’m a heavy user of the phone, so I can’t say either way with certainty at the moment.            Like This?      1",5
influenster,iphone,Received this for my birthday! My birthday is Christmas Eve. This was on my wish list this year and I needed to upgrade my phone. I love being able to send the Animoji! It’s extremely simple and easy to use. I like the changes they made to adapt for a bigger screen.,5
influenster,iphone,"My first every preference in mobile phone! ❤️🤩🥳I used all the versions of Apple mobiles and loved every series! Iphone X was the best release in apple products last year. Display, it’s features, every single feature was new. Camera is the greatest advantage and it alao has portrait mode in it. Price is little bit costly but worth buying! I definitely recommend buying Iphone X who are interested!",5
influenster,iphone,"Great phone! The camera is just something else. Had the Samsung 9 before and although they have similar screen and resolution the camera is better. At least for me. I always recommend it to others, including my husband. Lol",5
influenster,iphone,I have the iPhone XR and I love it. Wasn’t sure about not having a button at first but the Face ID is so fast and convenient! The picture quality on the front cam and back cam is amazing! Portrait mode on the front cam is my new favorite addition! Also for the XR you get to order it in colors which is really nice! The phone is so fast compared to their other phones. I like swiftness of swiping to control everything. Love it!,5
influenster,iphone,I currently made the switch from a Samsung Galaxy S5 to an iPhone X and I couldn’t be happier. I know it is a drastic change but this phone is like a smart computer in your hand. Amazing picture and video quality. Fast processing and I love that it will only unlock with my face. Very easy to get use to not having a home button and maneuvering the different functions. Very user friendly and I highly recommend it!,5
influenster,iphone,"Hands down the best iPhone yet! Great phone, great operating system, great camera, and great overall look. Absolutely love this phone and it’s definitely worth the high price, Apple continues to knock any competitors out.",5
influenster,iphone,Somebody please tell me this is real because do this causes like so much money into stores but I really think the iPhone x has a good technique and like everything is so good about it the camera oh I phones are good but I think the iPhone x is the best I never had an iPhone x so i know it is real,5
influenster,iphone,"I love my iPhone X! The cameras are amazing and I couldn’t be happier. I also do not miss the home button at all, I actually feel like the gestures are a lot more natural now. I really like the size and love the full face screen. I was hesitant in purchasing because of how expensive it is, but I’m so glad that I bought it because I am loving it and haven’t found one thing about it that I don’t like.",5
influenster,iphone,"I have this phone. It was an upgrade from my iPhone 7plus.  I like the feature of Face ID recognition when I unlock my phone.  As this is only able to be done by me.  However, if face not recognized then you can enter password.  The photos are nice and crisp.  The only problem is sometimes my callers can’t hear me and service is bad.  May not be the phone and maybe it is my sprint service that is bad.",5
influenster,iphone,I got my iPhone X in November I upgraded from iPhone 7plus and I hate it! It wa a big mistake literally the only thing I like about it is the front portrait mode and it is so expensive its ridiculous! I would recommend getting ting this phone wait for something new or get the 8n,2
influenster,iphone,"Verizon for Christmas, #paymentplan, merry Christmas to me 😁😁 love the new phone the facial recognition is amazing. Used to be a Droid fan, my teenager swapped me over to iPhones. I’m glad I switched. 👍🏻👍🏻😜",5
influenster,iphone,I bought this to take better photos but I do not see any improvement in my photos. It sometimes freezes up and won’t let me press any buttons (not locked just frozen) I honestly think iPhone just robs us all constantly making us buy new phones and cords to their accord. I appreciate that this one did not crack in the first week so I will say this is more durable than the previous models.,4
influenster,iphone,I love love love my iPhone! I’ve had one since the iPhone 4 and I will never go back to an android device. The iPhone is so easy to use. And with the X you don’t miss the home button after you get used to the gestures.,5
influenster,iphone,"I think this phone is a little overpriced, we bought this for my husband and i really tho there would be a huge difference between my iphone 7 and the X but not, the camera is slightly better and i find most of the new mechanism annoying, i know it just seems to make things easier but im not sure it does.",4
influenster,iphone,"I love the iPhone X. What can I say I have had every iPhone since they came out. I love that there is no home button and that the size of the X is more like the original iPhone. I highly recommend the iphoneX, it is much more expensive then every phone on the market. But in my opinion it is worth it.",5
influenster,iphone,I’m only giving it four stars because I miss the finger scannerThe finger scanner is a lot faster than the phone not recognizing my face at night and having to enter in a six digit code :/Besides that the phone is amazing and has the best camera everEveryone thinks I use a professional camera!,4
influenster,iphone,"I love having a big screen and all of the face recognition features are really nice, but I’m still not over only having the lighting port and not having my headphone jack. It makes it so difficult to charge with headphones because then you either need a dongle or Bluetooth, but overall it’s a nice phone. Although, I do also think that it cracks easier than my iphone6s did.",4
influenster,iphone,"It is a spectacular phone. I am obsesses with the facial recognition opposed to using your thumb. Also, the camera quality is superb. You notice everything and it is very clear. I also like the fact that the screen is bigger too.",5
influenster,iphone,"Besides the different camerra and portrait feature in photo, this new iphone is basically the same the the 8th. But it’s durable and water resistant. I’ve been using it in sauna and steam room but it’s still working fine for over a year.",5
influenster,iphone,I love my iPhone X. The notch doesn’t bother me at all and no... no one mistakes it for a Samsung. The quality of the photos are great and the pixels that are used in the screen make it look great. It’s very pricey but if you can afford it then why not?,5
influenster,iphone,"There are probably a ton of specs on this phone that I haven’t even found but still I enjoy having it. I’d say the price is high for sure, but, I feel all phones are pricey these days. Simple to use and fun to have. I would improve on the face/finger print recognition as I have issues with mine a lot. Overall I do recommend it!  Apple iPhone X",5
influenster,iphone,"I got this at a discounted price so maybe that's why I believe it was worth every penny. Seriously a huge update from what I was using before. The face recognition feature is amazing and at first I thought I wouldn't be used to not having a home button but after a few uses, I honestly prefer the new swiping to home method. I'm so impressed with this!",5
influenster,iphone,"For the most part, I love my phone. It was a bit of an adjustment from the 6S but it was mainly just little things like layout and such. I love how seamlessly things work. For instance my Bluetooth items connect much easier, however things like turning off connection to WiFi is a pain because it’s automatic. But definitely, overall, it’s a reliable phone!",4
influenster,iphone,"Loveee my new iPhone! I like that it’s normal size, the picture features are amazing!! Who needs a photographer when you have a phone like this! It’s easy to adjust to the new features, only took about a hour to get them all down! The sound is spectacular! However I will say if you’re not interested in the new features it’s pretty similar to the iPhone 6/7",5
influenster,iphone,"This phone is good I’ll give Apple that, but I just really don’t think that it is worth spending $1000 on. I mean yeah it has facial recognition but it also doesn’t have a place to plug in headphones other than where you put the charger, which to me is just a huge pet peeve.",4
influenster,iphone,"Loving my new iPhone! I’ve had it for about 4 months so I waited a while before reviewing. It is comfortable to use, easy to transition from an older iPhone to this one. Being without a home button takes some getting used to, but not too difficult. I really like the facial recognition for when you’re in a hurry and don’t want to remember passcodes.",5
influenster,iphone,"#GiftCrush #contest @InfluensterI am soooo hoping that Santa plans on leaving me the iPhone X phone under the tree for Christmas this year! 🤞🏻🙏🏻Several of my friends have it already, so I have seen it in person and it is amazing!  The picture quality is so crystal and clean, I had no idea how much better it would be then my 6 plus - but wow!! ✨",5
influenster,iphone,"I have he just about every type of phone there is and my iPhone X definitely tops the list for best phone I’ve ever had. Not having a home button takes some getting used to, but once you get it down it’s so efficient. I absolutely love the portrait mode camera setting feature as well. I no longer need to carry my DSLR around with me everywhere.",5
influenster,iphone,"Im currently using IPhone XR. Im loving it so far. Its comparatively cheaper in price thn IPhone X XS and Xmax. It has few different colors, i have the white. It has so many cool features. The camera quality is really awesome. I would definitely recommend",5
influenster,iphone,"Definitely an amazing phone. Camera and picture quality is absolutely stunning—portrait mode is amazing. However, considering it is Apple’s first phone like this, there’s some room for improvement. Definitely need to make Face ID faster and more reliable. If you don’t want to see fingerprints, I highly suggest getting the Silver version.",4
influenster,iphone,"This is a great product overall! The camera, the quality of the display and the smoothness of the software. Video editing and mobile gaming is very very crisp in this device. The camera is my favorite and would completely recommend this Apple smartphone to anyone!",5
influenster,iphone,"I love this phone! The camera quality is great and the new screen quality really takes the graphics on this phone to another level! Well done Apple- it’s still super reliable a year later (even though I wish the battery life were a tad better, but it’s not bad)",5
influenster,iphone,I just recently got this phone as a gift from my boyfriend. I have had a iPhone before but this one is a little bit different then the one I had previously I like the phone for the most part but some of the features are hard to maneuver but it might just take time to get the hang of the changes. But overall I really like the phone.,5
influenster,iphone,I just recently got this phone as a gift from my boyfriend. I have had a iPhone before but this one is a little bit different then the one I had previously I like the phone for the most part but some of the features are hard to maneuver but it might just take time to get the hang of the changes. But overall I really like the phone.,5
influenster,iphone,"It's a great phone it's definitely an upgrade from my android but it does have some things I don't like. Like how it's literally made only from glass and how one drop and it's no good. I also don't like the facial recognition because someone can just point my phone to my face and they can get into it, but besides that it's alright.",5
influenster,iphone,i’ve been an apple and  i recently upgraded to x .. at first i wasn’t sureBec i like the big phone and this is smaller than the plus but full screen. I gave it a try and i loved it..,5
influenster,iphone,"I simply cannot live without my IPhone X! One of my favorite apps that is exclusive to IPhone is Hipstamatic, a photo app. Lots of photo storage with the option to expand storage if you pay a lil extra a month... totally worth it for someone like me who takes a lot of photos. Runs smooth, love the constant app updates.",5
